PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
W8DeV,6k1/3Nb1pp/p7/P2b4/1p1P4/4B3/r5pP/2R1K1R1 w - - 4 28,d7e5 e7h4 e1d1 d5b3,1237,79,93,5744,crushing master middlegame short,https://lichess.org/tTx8UaKm#55,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/tTx8UaKm""]
[Date ""2021.02.03""]
[Round ""?""]
[White ""ka1ser""]
[Black ""KingDyckhed""]
[Result ""0-1""]
[GameId ""tTx8UaKm""]
[UTCDate ""2021.02.03""]
[UTCTime ""02:27:18""]
[WhiteElo ""2366""]
[BlackElo ""2331""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+48""]
[WhiteTitle ""NM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A40""]
[Opening ""English Defense""]
[Termination ""Normal""]

1. d4 b6 2. c4 Bb7 3. Nc3 Nf6 4. f3 d5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 e6 8.
Be3 Be7 9. Bb5+ Nd7 10. Ne2 O-O 11. Qd3 a6 12. Ba4 Nc5 13. Qc2 Nxa4 14. Qxa4 b5
15. Qc2 Rc8 16. a4 c5 17. Qb2 b4 18. cxb4 cxb4 19. a5 f5 20. Nf4 Qd7 21. Qb3
fxe4 22. Nxe6 exf3 23. Nxf8+ Qd5 24. Qxd5+ Bxd5 25. Nd7 fxg2 26. Rg1 Rc2 27.
Rc1 Ra2 28. Ne5 0-1",55,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
jL6Go,6n1/1R1kr3/7p/4n1p1/P1pBp3/2P2P2/6PP/6K1 b - - 3 39,d7e8 b7e7 g8e7 d4e5,1370,95,45,45,advantage endgame short,https://lichess.org/CzzRrwFB/black#78,,"[Event ""rated classical game""]
[Site ""https://lichess.org/CzzRrwFB""]
[Date ""2020.06.11""]
[Round ""?""]
[White ""Harvey31""]
[Black ""chafal""]
[Result ""1/2-1/2""]
[GameId ""CzzRrwFB""]
[UTCDate ""2020.06.11""]
[UTCTime ""12:36:36""]
[WhiteElo ""1698""]
[BlackElo ""1755""]
[WhiteRatingDiff ""+18""]
[BlackRatingDiff ""-1""]
[Variant ""Standard""]
[TimeControl ""1500+10""]
[ECO ""C02""]
[Opening ""French Defense: Advance Variation""]
[Termination ""Normal""]

1. e4 d5 2. e5 e6 3. d4 c5 4. Bb5+ Bd7 5. Bxd7+ Nxd7 6. Nf3 h6 7. c3 Rc8 8. Be3
Qb6 9. b3 a5 10. Nbd2 c4 11. bxc4 dxc4 12. d5 Qa6 13. Ne4 exd5 14. Qxd5 Qc6 15.
Qxc6 Rxc6 16. Rb1 f6 17. Nd4 Ra6 18. e6 Ne5 19. O-O Bc5 20. Rxb7 Bxd4 21. Bxd4
Rxe6 22. Rb8+ Ke7 23. Rb7+ Ke8 24. Nc5 Re7 25. Rfb1 Rxb7 26. Rxb7 g5 27. Ne6
Nd7 28. Ra7 Rh7 29. Rxa5 Ke7 30. Nc5 Kd6 31. Ne4+ Kc6 32. Ra6+ Kb5 33. Ra7 Kc6
34. a4 Re7 35. f3 Ne5 36. Ra8 f5 37. Rb8 fxe4 38. Rb6+ Kd7 39. Rb7+ Ke8 1/2-1/2",78,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
5orbt,r3q2k/pb3p2/1b4p1/3p1B2/5B2/1P4P1/P1Q2P1P/R5K1 w - - 0 24,c2c3 d5d4 c3c2 g6f5,1613,74,85,322,advantage defensiveMove middlegame short,https://lichess.org/kfdCmq29#47,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/kfdCmq29""]
[Date ""2019.11.23""]
[Round ""?""]
[White ""MrNegative""]
[Black ""escac1930""]
[Result ""1-0""]
[GameId ""kfdCmq29""]
[UTCDate ""2019.11.23""]
[UTCTime ""20:23:15""]
[WhiteElo ""2017""]
[BlackElo ""1949""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A35""]
[Opening ""English Opening: Symmetrical Variation, Two Knights Variation""]
[Termination ""Normal""]

1. c4 c5 2. Nc3 Nc6 3. Nf3 e5 4. e3 Nf6 5. d4 exd4 6. exd4 cxd4 7. Nxd4 Bc5 8.
Nxc6 bxc6 9. Be2 O-O 10. O-O Ba6 11. b3 Qc7 12. g3 Rfe8 13. Bf4 Qc8 14. Re1 Ne4
15. Nxe4 Rxe4 16. Bd3 Rxe1+ 17. Qxe1 Qe8 18. Bf5 d5 19. cxd5 cxd5 20. Qd2 Bb7
21. Qc2 Bb6 22. Bxh7+ Kh8 23. Bf5 g6 24. Qc3+ 1-0",47,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
QebfZ,r2qk2r/1b2bpp1/p2ppn1p/1pn5/3NPP1B/P1NB4/1PP1Q1PP/R4RK1 w kq - 4 13,e4e5 d6e5 d4e6 c5e6,2076,80,92,1484,crushing middlegame short,https://lichess.org/4MZvouIX#25,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"[Event ""rated rapid game""]
[Site ""https://lichess.org/4MZvouIX""]
[Date ""2021.10.27""]
[Round ""?""]
[White ""Yus71""]
[Black ""imtoori""]
[Result ""0-1""]
[GameId ""4MZvouIX""]
[UTCDate ""2021.10.27""]
[UTCTime ""16:17:49""]
[WhiteElo ""2017""]
[BlackElo ""1989""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B95""]
[Opening ""Sicilian Defense: Najdorf Variation""]
[Termination ""Time forfeit""]

1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. Bd3 b5 8. a3
Bb7 9. O-O Nbd7 10. f4 h6 11. Bh4 Be7 12. Qe2 Nc5 13. e5 0-1",25,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
h0JM6,2n1r1k1/pp3ppp/8/1Qp1q3/2P5/1P4P1/P4P1P/5RK1 b - - 4 28,e5c7 b5e8,400,107,89,1002,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/u2S23K8K/black#56,,"[Event ""rated classical game""]
[Site ""https://lichess.org/u2S23K8K""]
[Date ""2022.08.10""]
[Round ""?""]
[White ""Roobesh_772364""]
[Black ""ahmadmusab2012""]
[Result ""1-0""]
[GameId ""u2S23K8K""]
[UTCDate ""2022.08.10""]
[UTCTime ""07:33:24""]
[WhiteElo ""1787""]
[BlackElo ""1900""]
[WhiteRatingDiff ""+16""]
[BlackRatingDiff ""-9""]
[Variant ""Standard""]
[TimeControl ""1800+0""]
[ECO ""B20""]
[Opening ""Sicilian Defense: Bowdler Attack""]
[Termination ""Normal""]

1. e4 c5 2. Bc4 e6 3. d3 d5 4. exd5 exd5 5. Qe2+ Be7 6. Bb5+ Bd7 7. Bxd7+ Nxd7
8. Qg4 Bf6 9. Qe2+ Ne7 10. c3 O-O 11. Nf3 Re8 12. O-O Nf5 13. Qc2 Rc8 14. Qb3
Nb6 15. Nbd2 Qd7 16. c4 dxc4 17. dxc4 Nd4 18. Nxd4 Bxd4 19. Nf3 Re2 20. Nxd4
Qxd4 21. Qf3 Re7 22. b3 Qxa1 23. Bg5 Qe5 24. Bxe7 Qxe7 25. Qc3 Re8 26. g3 Qe5
27. Qa5 Nc8 28. Qb5 Qc7 1-0",56,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
tYpRp,2r2rk1/1b3ppp/p4b2/1pnqp3/3N4/P2NP3/1P3PPP/1BRQ1RK1 w - - 2 18,d3c5 d5g2,715,83,100,632,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sbKkL9DY#35,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,"[Event ""rated rapid game""]
[Site ""https://lichess.org/sbKkL9DY""]
[Date ""2023.09.04""]
[Round ""?""]
[White ""HectorNaelUtrera""]
[Black ""ItinEvgenii""]
[Result ""0-1""]
[GameId ""sbKkL9DY""]
[UTCDate ""2023.09.04""]
[UTCTime ""19:20:43""]
[WhiteElo ""1849""]
[BlackElo ""1865""]
[WhiteRatingDiff ""-9""]
[BlackRatingDiff ""+26""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D53""]
[Opening ""Queen's Gambit Declined""]
[Termination ""Normal""]

1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. Nf3 a6 6. e3 dxc4 7. Bxc4 b5 8. Bd3
Bb7 9. O-O Nbd7 10. Rc1 Rc8 11. a3 c5 12. Ne2 cxd4 13. Nfxd4 O-O 14. Nf4 Nc5
15. Bb1 e5 16. Bxf6 Bxf6 17. Nd3 Qd5 18. Nxc5 0-1",35,0,False,1.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
tSL11,r3k1r1/ppp2p2/2nbp3/3p1bqp/3P4/1NP1PP1P/PP2B1P1/R1B1QR1K w q - 5 15,e3e4 g5g2,751,79,75,68,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/onraEMq7#29,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,"[Event ""rated rapid game""]
[Site ""https://lichess.org/onraEMq7""]
[Date ""2023.06.07""]
[Round ""?""]
[White ""Herrero66""]
[Black ""Hawold""]
[Result ""0-1""]
[GameId ""onraEMq7""]
[UTCDate ""2023.06.07""]
[UTCTime ""22:34:06""]
[WhiteElo ""1714""]
[BlackElo ""1611""]
[WhiteRatingDiff ""-188""]
[BlackRatingDiff ""+5""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: Chigorin Variation""]
[Termination ""Normal""]

1. d4 d5 2. Nf3 Nc6 3. c3 Bf5 4. e3 e6 5. Be2 Nf6 6. O-O Bd6 7. Nbd2 Qe7 8. Nb3
h5 9. h3 g5 10. Nxg5 Ne4 11. Nxe4 Bxe4 12. f3 Bf5 13. Qe1 Rg8 14. Kh1 Qg5 15.
e4 0-1",29,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
4E4x3,8/7p/1p4p1/2b5/pr3P2/3Q2P1/1k2K2P/8 w - - 5 42,e2d2 b4d4 d3d4 c5d4,1199,75,76,649,crushing endgame pin short,https://lichess.org/DR0w1sjc#83,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/DR0w1sjc""]
[Date ""2021.09.24""]
[Round ""?""]
[White ""jordicamp""]
[Black ""HMA04""]
[Result ""0-1""]
[GameId ""DR0w1sjc""]
[UTCDate ""2021.09.24""]
[UTCTime ""18:24:28""]
[WhiteElo ""1810""]
[BlackElo ""1811""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B70""]
[Opening ""Sicilian Defense: Dragon Variation""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Bf4 e5 7. Bb5+ Bd7 8.
Bxd7+ Qxd7 9. Bg5 Bg7 10. Ndb5 Nxe4 11. Be3 O-O 12. Nxe4 Qxb5 13. Nxd6 Qxb2 14.
O-O b6 15. Qd5 Nd7 16. Nxf7 Nf6 17. Qe6 Rxf7 18. Rab1 Qxc2 19. Qxe5 Qxa2 20.
Ra1 Qd5 21. Qg3 Ng4 22. Rad1 Nxe3 23. Rxd5 Nxd5 24. Qd6 Nf6 25. Ra1 Ne4 26. Qd5
Bxa1 27. Qxa8+ Kg7 28. Qxe4 Bf6 29. Kf1 a5 30. Qc6 Bd4 31. f3 Bc5 32. Qb5 Rf4
33. Ke2 a4 34. Qd7+ Kg8 35. Qe8+ Kg7 36. g3 Rb4 37. Qd7+ Kf6 38. Qc6+ Ke5 39.
f4+ Kd4 40. Qd7+ Kc3 41. Qd3+ Kb2 42. Kd2 0-1",83,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
37JNq,5r1k/6qp/1p1N4/2p1Pp1Q/P3p3/4n1PP/1P5K/6R1 b - - 2 36,f8g8 d6f7 g7f7 h5f7,928,89,97,341,crushing endgame master short,https://lichess.org/YqEIBAs2/black#72,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/YqEIBAs2""]
[Date ""2023.08.16""]
[Round ""?""]
[White ""buenamor1972""]
[Black ""Magicmush1""]
[Result ""1-0""]
[GameId ""YqEIBAs2""]
[UTCDate ""2023.08.16""]
[UTCTime ""01:54:59""]
[WhiteElo ""2412""]
[BlackElo ""2337""]
[WhiteRatingDiff ""+4""]
[BlackRatingDiff ""-4""]
[WhiteTitle ""CM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A46""]
[Opening ""Indian Defense: Wade-Tartakower Defense""]
[Termination ""Normal""]

1. d4 d6 2. Nf3 Nf6 3. c4 g6 4. g3 Bg7 5. Bg2 O-O 6. O-O Nc6 7. Nc3 Nd7 8. h3
e5 9. e3 f5 10. d5 Ne7 11. Ne1 g5 12. f4 gxf4 13. exf4 e4 14. Be3 Nf6 15. Nc2
c6 16. Nb4 a5 17. Nc2 cxd5 18. cxd5 Bd7 19. a4 Qe8 20. Kh2 Qg6 21. Rg1 Kh8 22.
Bf1 Rac8 23. Bb5 Bxb5 24. Nxb5 Nfxd5 25. Bd4 Nb4 26. Bxg7+ Qxg7 27. Ncd4 Rf6
28. Rc1 Rc5 29. Rxc5 dxc5 30. Nb3 Nd3 31. Nxa5 b6 32. Nc4 Nd5 33. Ne5 Ne3 34.
Qh5 Nxe5 35. fxe5 Rf8 36. Nd6 Rg8 1-0",72,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
StLs2,3Q4/3nBpk1/2p1b1p1/1p2p2p/4P2P/6P1/5qBK/8 b - - 3 35,f2d2 e7f6 d7f6 d8d2,1480,76,83,218,crushing endgame master short,https://lichess.org/usLVlRFm/black#70,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/usLVlRFm""]
[Date ""2021.12.02""]
[Round ""?""]
[White ""Sijavush""]
[Black ""alanford""]
[Result ""0-1""]
[GameId ""usLVlRFm""]
[UTCDate ""2021.12.02""]
[UTCTime ""20:53:35""]
[WhiteElo ""2606""]
[BlackElo ""2512""]
[WhiteRatingDiff ""-7""]
[BlackRatingDiff ""+7""]
[BlackTitle ""FM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""E67""]
[Opening ""King's Indian Defense: Fianchetto Variation, Classical Fianchetto""]
[Termination ""Time forfeit""]

1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 d6 5. O-O O-O 6. c4 Nbd7 7. Nc3 e5 8. dxe5
dxe5 9. Qc2 c6 10. Rd1 Re8 11. Ng5 Qc7 12. Nge4 Nxe4 13. Nxe4 Nb6 14. Nd6 Rf8
15. c5 Nd7 16. e4 Rd8 17. Bg5 Bf6 18. Be3 Nf8 19. Rd2 Be6 20. Rad1 Rd7 21. h4
Rad8 22. b4 Be7 23. Kh2 Bxd6 24. cxd6 Rxd6 25. Rxd6 Rxd6 26. Rxd6 Qxd6 27. Bxa7
Qxb4 28. Bb8 Nd7 29. Bc7 Qa3 30. Qd2 Qxa2 31. Qd6 Qxf2 32. Qe7 h5 33. Bd6 b5
34. Qd8+ Kg7 35. Be7 Qd2 0-1",70,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
qsSHU,r4rk1/1p3ppp/p2p1qb1/2p5/P1P2P2/6RP/2PBQ1P1/5RK1 b - - 2 21,g6c2 d2c3 f6c3 g3c3,1479,75,87,425,crushing middlegame short,https://lichess.org/ImthEa9G/black#42,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/ImthEa9G""]
[Date ""2020.10.28""]
[Round ""?""]
[White ""jdconqueror""]
[Black ""Zel07""]
[Result ""1-0""]
[GameId ""ImthEa9G""]
[UTCDate ""2020.10.28""]
[UTCTime ""07:18:36""]
[WhiteElo ""1801""]
[BlackElo ""2022""]
[WhiteRatingDiff ""+10""]
[BlackRatingDiff ""-9""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""C41""]
[Opening ""Philidor Defense""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 d6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Nc6 6. Be2 Be7 7. Be3 a6 8. a4
Nxd4 9. Bxd4 Bd7 10. O-O O-O 11. h3 c5 12. Be3 Bc6 13. f3 Nh5 14. f4 Ng3 15.
Rf3 Nxe2+ 16. Qxe2 Bf6 17. Rg3 Bxc3 18. bxc3 Bxe4 19. Bd2 Bg6 20. c4 Qf6 21.
Rf1 Bxc2 1-0",42,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
43tFZ,2k5/2p4p/1p3K2/pr3N2/8/2R5/8/8 b - - 1 39,a5a4 f5d6 c8d7 d6b5,1447,76,86,284,advantage endgame pin short,https://lichess.org/VZhq6OFu/black#78,,"[Event ""rated classical game""]
[Site ""https://lichess.org/VZhq6OFu""]
[Date ""2020.10.13""]
[Round ""?""]
[White ""nargesmodanlu""]
[Black ""Happani""]
[Result ""1-0""]
[GameId ""VZhq6OFu""]
[UTCDate ""2020.10.13""]
[UTCTime ""08:28:23""]
[WhiteElo ""1900""]
[BlackElo ""1803""]
[WhiteRatingDiff ""+4""]
[BlackRatingDiff ""-14""]
[Variant ""Standard""]
[TimeControl ""900+15""]
[ECO ""B00""]
[Opening ""Nimzowitsch Defense: Mikenas Variation""]
[Termination ""Normal""]

1. e4 d6 2. d4 Nc6 3. Bb5 Bd7 4. Nf3 Nf6 5. Bc4 d5 6. exd5 Nb4 7. Nc3 Bf5 8.
Bd3 Nxd3+ 9. cxd3 Nxd5 10. Nxd5 Qxd5 11. O-O e6 12. Bf4 O-O-O 13. Rc1 Bd6 14.
Bxd6 Rxd6 15. Qc2 Rc6 16. Qb3 Qxb3 17. axb3 Rxc1 18. Rxc1 Bxd3 19. Ne5 Bg6 20.
h4 f6 21. Nc4 Rd8 22. g4 Rxd4 23. h5 Rxg4+ 24. Kh2 Bxh5 25. f3 Rd4 26. Rg1 g5
27. Kg3 Rd3 28. Rf1 Rxb3 29. Nd2 Rxb2 30. Ne4 Rb3 31. Nxf6 e5 32. Nxh5 g4 33.
Kxg4 Rb4+ 34. Kf5 Rb5 35. Kf6 e4 36. Ng3 exf3 37. Rxf3 b6 38. Nf5 a5 39. Rc3 a4
1-0",78,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
JJNGc,r4rk1/pp2ppbp/1q1p2pB/2pPn3/4P1bP/2N5/PPPQ4/R3KBNR w KQ - 2 12,c3a4 g7h6 a4b6 h6d2 e1d2 a7b6,1861,74,96,1006,advantage exposedKing long middlegame,https://lichess.org/hANBWjXu#23,Pirc_Defense Pirc_Defense_Other_variations,"[Event ""rated blitz game""]
[Site ""https://lichess.org/hANBWjXu""]
[Date ""2024.08.08""]
[Round ""?""]
[White ""tina098""]
[Black ""mammoth9""]
[Result ""0-1""]
[GameId ""hANBWjXu""]
[UTCDate ""2024.08.08""]
[UTCTime ""19:44:13""]
[WhiteElo ""1547""]
[BlackElo ""1551""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""B07""]
[Opening ""Pirc Defense""]
[Termination ""Normal""]

1. d4 Nf6 2. Nc3 g6 3. e4 d6 4. Be3 Bg7 5. f3 O-O 6. Qd2 c5 7. d5 Nbd7 8. g4
Ne5 9. h4 Nfxg4 10. fxg4 Bxg4 11. Bh6 Qb6 12. Na4 0-1",23,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Idbrc,rn3rk1/p3p1b1/2pq1np1/1p1p4/8/1PNB1Q1P/PBPP2P1/1K1R3R b - - 1 15,f6e4 c3e4 d5e4 f3e4,1652,75,89,812,advantage middlegame short,https://lichess.org/puYkQ3Ne/black#30,Bird_Opening Bird_Opening_Other_variations,"[Event ""rated rapid game""]
[Site ""https://lichess.org/puYkQ3Ne""]
[Date ""2023.08.13""]
[Round ""?""]
[White ""Success4All""]
[Black ""VallMan""]
[Result ""0-1""]
[GameId ""puYkQ3Ne""]
[UTCDate ""2023.08.13""]
[UTCTime ""20:34:57""]
[WhiteElo ""1960""]
[BlackElo ""1919""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""540+9""]
[ECO ""A02""]
[Opening ""Bird Opening""]
[Termination ""Normal""]

1. f4 f5 2. Nf3 g6 3. Nc3 d6 4. e4 fxe4 5. Nxe4 d5 6. Nc3 Bg4 7. h3 Bxf3 8.
Qxf3 c6 9. b3 Bg7 10. Bb2 Nf6 11. O-O-O Qd6 12. Kb1 b5 13. f5 O-O 14. fxg6 hxg6
15. Bd3 Ne4 0-1",30,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
v63Hq,8/1k4p1/2p4p/2Pp1p2/3PpP2/1K2P1PP/8/8 b - - 0 46,g7g5 f4g5 h6g5 h3h4 f5f4 e3f4,2134,79,91,4532,crushing endgame long pawnEndgame,https://lichess.org/zdMVHrxM/black#92,,"[Event ""JAQUE MATHEUS 10 AÃ‘OS""]
[Site ""https://lichess.org/zdMVHrxM""]
[Date ""2021.02.21""]
[Round ""?""]
[White ""yoshivf""]
[Black ""Darien2010""]
[Result ""1/2-1/2""]
[GameId ""zdMVHrxM""]
[UTCDate ""2021.02.21""]
[UTCTime ""00:00:02""]
[WhiteElo ""1784""]
[BlackElo ""1903""]
[WhiteRatingDiff ""+2""]
[BlackRatingDiff ""-2""]
[Variant ""Standard""]
[TimeControl ""600+3""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: London System, with e6""]
[Termination ""Normal""]

1. d4 d5 2. Bf4 e6 3. Nf3 f5 4. e3 Nf6 5. c4 c6 6. Nc3 Bd6 7. Ne5 O-O 8. Be2
Qe7 9. O-O Nbd7 10. c5 Bc7 11. Nxd7 Qxd7 12. Bxc7 Qxc7 13. f4 Ne4 14. Bf3 Qe7
15. Bxe4 fxe4 16. Qh5 Bd7 17. Ne2 Be8 18. Qh3 Bg6 19. Ng3 Bf5 20. Nxf5 exf5 21.
Qg3 Rf6 22. Rab1 Rg6 23. Qf2 Rh6 24. g3 Rf8 25. b4 a6 26. a4 Qe8 27. Qe2 Qh5
28. Qxh5 Rxh5 29. b5 axb5 30. axb5 Rh6 31. bxc6 bxc6 32. Rb7 Rhf6 33. Rfb1 R6f7
34. Rb8 Rc7 35. Kf2 Rxb8 36. Rxb8+ Kf7 37. Rb6 Ke7 38. Ke2 Kd7 39. Kd2 Kc8 40.
Kc3 Kd7 41. Kb3 Ra7 42. Kb2 Kc7 43. Rb3 Rb7 44. Rxb7+ Kxb7 45. Kb3 h6 46. h3 g5
1/2-1/2",92,0,False,3.0,33.33333333333333,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
